gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
ZGRF1,5.99325309428895e-08,0.386184043748486,0.201,0.063,0.00241150524754905,zinc finger GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654]
INTS8,6.15451298149041e-08,0.765284654128957,0.284,0.119,0.0024763913883623,integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]
STIM1,6.17791052838218e-08,0.59777044209232,0.597,0.403,0.00248580585930514,stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]
RAP2B,6.27394284833475e-08,0.581447526801252,0.604,0.419,0.00252444638388445,"RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
DPH1,6.39451289033121e-08,0.58693808083035,0.493,0.264,0.00257296015168257,diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003]
PHF5A,6.39625261550213e-08,0.634778792458008,0.537,0.305,0.00257366016489959,PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]
AUP1,6.410245050712e-08,0.388786586092077,0.858,0.667,0.00257929030105499,AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]
LYN,6.44198421563868e-08,0.625814401451779,0.187,0.059,0.00259206118884654,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]"
EXOC6,6.51890124353703e-08,0.611151973697188,0.373,0.178,0.00262301029336199,exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]
GBE1,6.68054330539278e-08,0.716920303366147,0.358,0.171,0.00268805020979089,"1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]"
LIMS1,6.68773210972702e-08,0.570171828932677,0.552,0.339,0.00269094276899086,LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616]
PREPL,6.75581391727133e-08,0.642909198054529,0.478,0.273,0.00271833684589247,prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]
URI1,6.81279827128085e-08,0.599524444712164,0.463,0.252,0.00274126564041528,URI1 prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:13236]
TMEM231,6.8279635255467e-08,0.609826480554072,0.328,0.145,0.00274736768377422,transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]
SIGIRR,6.8602388500394e-08,0.73456224993504,0.291,0.123,0.00276035430609036,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
ATP6V1B1,6.87372922665022e-08,0.661158608392718,0.455,0.237,0.00276578242892725,ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]
KLRG2,6.94585227178411e-08,0.590923707937195,0.157,0.043,0.00279480257859777,killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]
MPPE1,6.95122395250061e-08,0.607383442442757,0.433,0.226,0.00279696398176767,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
SLC1A1,7.10111946381312e-08,0.57836908084919,0.112,0.023,0.00285727743865448,solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939]
PITHD1,7.25588288148148e-08,0.653403256389725,0.537,0.34,0.0029195495950217,PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]
CTNNAP1,7.31759440975027e-08,0.382438891028291,0.493,0.282,0.00294438046265122,
GNAL,7.3923738448862e-08,0.550455446608062,0.455,0.239,0.00297446946396686,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
AF178030.2,7.46838437469505e-08,0.436061470377954,0.119,0.026,0.00300505382084605,
TMEM50B,7.58533646317996e-08,0.499261839320167,0.664,0.492,0.00305211183268972,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
AC090286.2,7.61361084095378e-08,0.411782464464863,0.187,0.058,0.00306348859407457,
CSNK1G3,7.67633189858569e-08,0.664528874897845,0.44,0.238,0.00308872566603392,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
MGEA5,7.68355651799349e-08,0.438230746846526,0.769,0.601,0.00309163263614504,
PRRG4,7.79080372032519e-08,0.551028107038375,0.291,0.118,0.00313478569294725,proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]
SHISA2,7.89585698480804e-08,0.710087942420825,0.366,0.177,0.00317705597497721,shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
ALS2CL,7.95215742313217e-08,0.592791780600086,0.194,0.062,0.00319970958234569,ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]
BLM,8.14122820652689e-08,0.625467330605507,0.209,0.071,0.00327578599346023,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]
KIF23,8.166815789112e-08,0.63503055085118,0.224,0.078,0.003286081669065,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]
EED,8.21184367704323e-08,0.655355551751973,0.373,0.181,0.00330419954033189,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]
BICD1,8.30835663724593e-08,0.565903300090191,0.5,0.294,0.00334303346012864,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]
MAPK7,8.3912201120434e-08,0.617912635312905,0.328,0.148,0.0033763752364829,mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]
TMEM194A,8.60193324468806e-08,0.585565237767218,0.44,0.22,0.00346115987966514,
DPM1,8.60280179060512e-08,0.575418413760145,0.612,0.385,0.00346150935648578,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
OGG1,8.62488596913692e-08,0.619437455338432,0.396,0.197,0.00347039536740162,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
RFC1,8.73229726197684e-08,0.54211641562445,0.642,0.423,0.00351361444930162,replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]
FCHSD1,8.76178674259978e-08,0.524466361887181,0.336,0.149,0.00352548013161987,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
PPP2R3A,8.84485713679243e-08,0.787637171316338,0.396,0.228,0.00355890516613117,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]
ACD,8.89345382221081e-08,0.536692070198712,0.619,0.38,0.00357845901444297,ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]
BROX,8.95381759471779e-08,0.401373639426763,0.724,0.626,0.0036027475855866,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]
SERINC3,8.96680516903529e-08,0.356564799175664,0.858,0.714,0.00360797339586473,serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]
ZNF577,9.11060483682577e-08,0.785873107965819,0.328,0.16,0.00366583406819358,zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]
GBP2,9.35046834851088e-08,0.712632364590592,0.209,0.071,0.00376234794939032,guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]
ZNF823,9.37409588500861e-08,0.4541361214896,0.642,0.418,0.00377185496125091,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]
NUDT16,9.4609804549591e-08,0.570867863503143,0.366,0.169,0.00380681470566189,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
TNFRSF10B,9.6264920026227e-08,0.669970948313462,0.478,0.282,0.0038734115870953,TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]
BHLHE40,9.73895114462883e-08,0.558537999408,0.649,0.49,0.0039186617720643,basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
NAA50,9.8633182704316e-08,0.602990677554934,0.575,0.372,0.00396870337247356,"N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]"
LDOC1,9.88477658384624e-08,0.422017158292062,0.746,0.564,0.00397733755404221,LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]
TMEM198,1.05674322656796e-07,0.488112027094774,0.134,0.033,0.00425201772074149,transmembrane protein 198 [Source:HGNC Symbol;Acc:HGNC:33704]
ABI2,1.05787954450927e-07,0.488517093095479,0.687,0.571,0.00425658992324195,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
REEP4,1.07148486792624e-07,0.709854373038854,0.381,0.189,0.00431133366307483,receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]
CD82,1.07412663513856e-07,0.497857627624475,0.709,0.498,0.00432196334180702,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]
SPC24,1.07543076121496e-07,0.445959611258857,0.164,0.047,0.00432721075390062,SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]
SLC12A8,1.07940096550226e-07,0.572804062129632,0.358,0.165,0.00434318566489143,solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]
DERL1,1.09814710454895e-07,0.582992956500229,0.597,0.402,0.00441861450457362,derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]
DOCK1,1.10131451107472e-07,0.5366156873274,0.642,0.441,0.00443135919821136,dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
CDC42BPA,1.1233986128498e-07,0.569749886541772,0.507,0.299,0.00452021899852373,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]
GNL3,1.15628567917958e-07,0.397824745905975,0.769,0.6,0.00465254668731487,G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]
SNORD58A,1.16783480888562e-07,0.763607157858807,0.194,0.063,0.00469901692051309,"small nucleolar RNA, C/D box 58A [Source:HGNC Symbol;Acc:HGNC:10208]"
ZNF644,1.18955917641533e-07,0.485000160168651,0.716,0.463,0.00478642925814238,zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]
PNRC2,1.19097441899161e-07,0.436212207230682,0.754,0.577,0.00479212376969653,proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]
RP11-54D18.4,1.20006516953111e-07,0.393723317803381,0.164,0.047,0.00482870222264232,
H2AFZ,1.222762669822e-07,0.268451920429071,0.888,0.764,0.00492003015456278,
GDI1,1.22837120707987e-07,0.493438836216749,0.701,0.469,0.00494259722592729,GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]
PATZ1,1.23196039816292e-07,0.634580285494591,0.396,0.199,0.00495703905408813,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
DHFRP1,1.24205249174698e-07,0.601069833895255,0.209,0.07,0.00499764661104234,dihydrofolate reductase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2862]
IFITM2,1.26531358618976e-07,0.618234572972052,0.53,0.297,0.00509124227675174,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]
CTA-217C2.1,1.28239732345847e-07,0.499127526329997,0.216,0.078,0.00515998211039983,
RP11-67M24.3,1.29152059056821e-07,0.492725776889881,0.351,0.174,0.0051966914002693,
QTRT2,1.30570818489627e-07,0.65325698639674,0.425,0.227,0.00525377802356713,queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]
ZNF428,1.33658603051891e-07,0.603391347335346,0.425,0.235,0.00537802121099894,zinc finger protein 428 [Source:HGNC Symbol;Acc:HGNC:20804]
ST3GAL6,1.35787503853403e-07,0.526725001850793,0.358,0.164,0.00546368179254936,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]"
NPTN,1.35949049447109e-07,0.485677827607974,0.679,0.41,0.00547018190260331,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]
CNPPD1,1.36996510056118e-07,0.552688761365304,0.612,0.381,0.00551232857512803,cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]
CNOT10,1.37444513215207e-07,0.598067572948729,0.575,0.329,0.00553035487824029,CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]
SERP1,1.37916618875786e-07,0.398474300464861,0.776,0.618,0.00554935099370498,stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]
ALKBH5,1.41435962411857e-07,0.642860259319124,0.455,0.258,0.00569095881956587,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"
FAM91A1,1.4371342880194e-07,0.674998569962395,0.403,0.217,0.00578259723470366,family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]
RP11-468F18.2,1.44364249771713e-07,0.451005250526834,0.575,0.399,0.00580878431806443,
HMGB2,1.45382301251999e-07,0.455112252652427,0.687,0.504,0.00584974765547668,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
NARS,1.4544321119088e-07,0.381174165384364,0.731,0.613,0.00585219848868746,
TSTA3,1.46333257417892e-07,0.617275132493024,0.567,0.336,0.00588801127872372,
FAM35A,1.46387243492065e-07,0.602534750108004,0.366,0.177,0.0058901835163902,
SLC35C2,1.5067798323234e-07,0.491842846558971,0.672,0.423,0.00606283001131965,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
PBRM1,1.51076130833936e-07,0.514178403478323,0.664,0.502,0.00607885027636507,polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]
H2AFV,1.52227574389866e-07,0.559820604627094,0.56,0.36,0.00612518091072505,
PLEKHH2,1.54624619797141e-07,0.547924119353314,0.41,0.208,0.00622163082677757,"pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]"
GPR183,1.55451510222156e-07,0.713395366607941,0.328,0.148,0.00625490241680889,G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]
VANGL1,1.56570081043612e-07,0.592403095019452,0.403,0.197,0.0062999103509518,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
REEP5,1.57462517494644e-07,0.399441498492675,0.828,0.658,0.00633581931643197,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]
SMYD3,1.59031997662003e-07,0.600972235258256,0.418,0.213,0.00639897048992603,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
BCKDHB,1.60178231189979e-07,0.543408782113539,0.522,0.297,0.00644509148839119,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]
SASS6,1.61750551348524e-07,0.595498118037676,0.388,0.195,0.00650835693461057,SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403]
RBL2,1.61917010901012e-07,0.587270061599225,0.612,0.403,0.00651505476762402,RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]
RP1-102G20.2,1.63505487324565e-07,0.461990924747207,0.134,0.034,0.00657897029347854,
NAPG,1.68656770672747e-07,0.593536119390362,0.552,0.349,0.00678624248155931,NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
GIPC1,1.68994027144496e-07,0.62902101900585,0.373,0.184,0.0067998126702131,GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
CENPN,1.6988423422222e-07,0.589817617949667,0.284,0.117,0.00683563193239946,centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]
SP3,1.70026518740359e-07,0.576985279649616,0.582,0.368,0.00684135703455581,Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
ANKRD39,1.71172863017516e-07,0.680904565484065,0.403,0.199,0.00688748248923578,ankyrin repeat domain 39 [Source:HGNC Symbol;Acc:HGNC:28640]
SMC5,1.7162988984684e-07,0.462606179926427,0.716,0.552,0.00690587187776731,structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]
ABCD3,1.72812191884752e-07,0.632105980663831,0.507,0.309,0.00695344416486676,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
HERPUD2,1.73006283464167e-07,0.633391113935048,0.463,0.276,0.00696125382774768,HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915]
B3GNT2,1.75474879594975e-07,0.671531893073076,0.351,0.167,0.007060582730263,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]"
RP5-864K19.4,1.7700829680996e-07,0.419482114447883,0.112,0.023,0.00712228283874237,
CEP97,1.81760647124775e-07,0.55701136591679,0.328,0.148,0.00731350315835956,centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]
GABRE,1.85217034654111e-07,0.519597731992997,0.231,0.085,0.00745257782337747,gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]
HIPK3,1.86277590780278e-07,0.533376047075314,0.582,0.358,0.00749525142022606,homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
TMEM87B,1.87650675589502e-07,0.628362766337756,0.381,0.194,0.00755050023369477,transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]
XAB2,1.89000256623706e-07,0.590547445590448,0.515,0.332,0.00760480332576807,XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089]
RP11-585F1.2,1.89137483032633e-07,0.492995031146054,0.142,0.037,0.00761032490478406,
RP11-124N14.4,1.89797328550194e-07,0.774133655061141,0.269,0.116,0.00763687510887416,
NDUFV1,1.91228083613589e-07,0.272242614701445,0.851,0.751,0.00769444440035997,NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]
LRRC8E,1.96053290997716e-07,0.415032887173658,0.164,0.049,0.00788859626987509,leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]
RP11-490M8.1,2.02745661206156e-07,0.656672275104613,0.119,0.028,0.00815787716995209,
NDUFS1,2.06979201087601e-07,0.558770130196171,0.582,0.374,0.00832822211416179,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]
NUMA1,2.07810065668686e-07,0.352077091661712,0.799,0.693,0.00836165361231092,nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]
STAG3L5P-PVRIG2P-PILRB,2.08978191901869e-07,0.461053769354527,0.679,0.494,0.0084086555075555,STAG3L5P-PVRIG2P-PILRB readthrough [Source:HGNC Symbol;Acc:HGNC:48898]
TMEM219,2.15061399281619e-07,0.399238017788937,0.761,0.596,0.00865342552289451,transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]
RP11-799B12.1,2.17456773632748e-07,0.542409979635431,0.582,0.391,0.00874980820066086,
MET,2.19532236383183e-07,0.612624158205837,0.41,0.212,0.00883331859535013,"MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"
GDAP1,2.22695425886988e-07,0.669875770948149,0.246,0.097,0.00896059585141472,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]
AAMP,2.2323160438923e-07,0.324411310828687,0.813,0.691,0.00898217006580946,angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]
CABIN1,2.25414425226296e-07,0.506914541851858,0.59,0.366,0.00907000022783048,calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]
FEM1B,2.26561385895716e-07,0.607530396997722,0.418,0.226,0.00911615048428594,fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649]
RP4-564F22.2,2.2698092153019e-07,0.518833268764199,0.687,0.447,0.00913303133961027,
PTPRG,2.27109403774274e-07,0.425928053126279,0.403,0.198,0.00913820107966547,protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]
NRSN2,2.27818479391571e-07,0.573073570890595,0.448,0.23,0.00916673215527864,neurensin 2 [Source:HGNC Symbol;Acc:HGNC:16229]
AC001226.1,2.28203071477496e-07,0.376706401556668,0.425,0.226,0.00918220698704,
PPIP5K2,2.30223007615778e-07,0.486881504834289,0.664,0.453,0.00926348315743605,diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]
SENP2,2.30914698086643e-07,0.610703342940987,0.478,0.284,0.00929131470691226,SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116]
VANGL2,2.37014355160536e-07,0.515125193014107,0.463,0.261,0.00953674660859451,VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]
TRAPPC5,2.52448075106237e-07,0.350809617312516,0.679,0.469,0.0101577531980496,trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067]
RPA3,2.53506764867123e-07,0.619048612362178,0.44,0.238,0.0102003516979584,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291]
SGMS1,2.56255590882409e-07,0.640930478781121,0.448,0.248,0.0103109562103355,sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]
CTA-397H3.1,2.57752111981013e-07,0.3052576188329,0.746,0.624,0.01037117172978,
DCK,2.62480180570586e-07,0.716618417076542,0.343,0.173,0.0105614150256187,deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]
ZNF566,2.6281663903975e-07,0.54682468292899,0.239,0.094,0.0105749531050424,zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]
SLC19A1,2.69057920307805e-07,0.637041394002934,0.336,0.16,0.0108260835394252,solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]
RP5-1039K5.13,2.74386523707911e-07,0.498233961643249,0.127,0.032,0.0110404905544352,
CDH13,2.76145764394193e-07,0.463460254216831,0.731,0.494,0.0111112771219291,cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]
TM7SF3,2.76991283888201e-07,0.730128522805521,0.336,0.165,0.0111452982898095,transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]
TERF1,2.77530904499857e-07,0.604570679924285,0.396,0.206,0.0111670110043608,telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]
NOP58,2.78008392347565e-07,0.302850869215434,0.873,0.754,0.011186223682889,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]
MOSPD3,2.83215338096274e-07,0.627000999110037,0.328,0.145,0.0113957355589798,motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]
OSBPL9,2.87257779126777e-07,0.459244454087409,0.776,0.546,0.0115583912587241,oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]
DDHD2,2.87546631892156e-07,0.590489404610461,0.455,0.245,0.0115700138274447,DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]
COL16A1,2.88916205007117e-07,0.656355970114216,0.448,0.256,0.0116251213408714,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
CLN6,2.9057910448434e-07,0.62661062082718,0.269,0.112,0.0116920314271364,CLN6 transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]
NCAPD3,2.91663874213757e-07,0.588922296371301,0.425,0.223,0.0117356793067389,non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]
RF02271.6,2.93708664839188e-07,0.534212754507984,0.149,0.042,0.0118179555471344,
TNS3,2.96169533264339e-07,0.504559595414489,0.627,0.384,0.0119169735099572,tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]
WDR47,2.98162125084335e-07,0.668974558257967,0.388,0.202,0.0119971494270184,WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]
HIBADH,2.99987933018852e-07,0.566029983818349,0.582,0.386,0.0120706144608796,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]
DBN1,3.01640815222914e-07,0.383412368545258,0.761,0.609,0.0121371214821244,drebrin 1 [Source:HGNC Symbol;Acc:HGNC:2695]
WDHD1,3.02378525237676e-07,0.663653624418085,0.269,0.115,0.0121668047199884,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170]
DHX57,3.07275428792848e-07,0.644877519917281,0.306,0.139,0.0123638414283378,DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]
DNAJC22,3.10174411542775e-07,0.494961580998331,0.134,0.035,0.0124804877972466,DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]
KCNK1,3.16058804159437e-07,0.628211185302792,0.216,0.078,0.0127172581029633,potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272]
EIF3A,3.18632345416741e-07,0.285116102260057,0.821,0.735,0.0128208096825334,eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]
CD320,3.23113163144246e-07,0.576141525570551,0.627,0.377,0.013001104345435,CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]
ALAD,3.29269210899678e-07,0.653832478327911,0.463,0.276,0.0132488052389703,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]
EHD1,3.29750929847462e-07,0.622230849398895,0.44,0.252,0.0132681881642723,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]
DYNC1LI2,3.37741256936522e-07,0.390137431945395,0.731,0.595,0.0135896949553548,dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]
ARRDC1,3.38529295297148e-07,0.580639448885656,0.567,0.366,0.0136214032548714,arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]
AXL,3.39513672216448e-07,0.481168613507443,0.791,0.564,0.0136610116289732,AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]
ST6GAL2,3.41451889214748e-07,0.403326218629298,0.239,0.089,0.0137389996663338,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]"
TFRC,3.41739055397658e-07,0.402119979270894,0.784,0.631,0.0137505543720356,transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]
ZNF274,3.43153231159259e-07,0.699301633211818,0.373,0.191,0.0138074565621551,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]
RAB10,3.45998802172016e-07,0.440785801087512,0.716,0.543,0.0139219538029954,"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]"
NAB1,3.46537023764767e-07,0.584519344178745,0.463,0.261,0.0139436102252229,NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]
IRX3,3.52018247286362e-07,0.431488183189749,0.739,0.535,0.0141641582160613,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]
FIGNL1,3.54357971024718e-07,0.67189166784131,0.261,0.11,0.0142583016801216,fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]
CTD-2270P14.1,3.55832603207947e-07,0.335452274125704,0.201,0.068,0.0143176364552782,
SENP5,3.62126501733586e-07,0.43446096330214,0.724,0.559,0.0145708840502543,SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]
RRP1,3.65073481270386e-07,0.620969767756544,0.485,0.278,0.0146894616658765,ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]
C18orf21,3.65763839959279e-07,0.614131087065359,0.455,0.262,0.0147172396284415,chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]
