gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
UQCRBP1,7.49600624685772e-06,-0.538747340994835,0.224,0.42,0.301616803354814,ubiquinol-cytochrome c reductase binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12583]
FAM50B,7.58794658244968e-06,-0.837879577438811,0.052,0.219,0.305316206638028,family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]
HNRNPH2,8.27519382211091e-06,-0.537613178916029,0.321,0.527,0.332968973820277,heterogeneous nuclear ribonucleoprotein H2 [Source:HGNC Symbol;Acc:HGNC:5042]
PER2,8.36527922148211e-06,-0.367046634670294,0.59,0.746,0.336593740034776,period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]
FAM110B,8.38710227570932e-06,-0.740927218400216,0.007,0.144,0.337471834267716,family with sequence similarity 110 member B [Source:HGNC Symbol;Acc:HGNC:28587]
RP11-54H7.4,9.21579270606123e-06,-0.642399245428062,0.007,0.144,0.370815851113786,
C16orf45,9.76943032732842e-06,-0.778879009179893,0.03,0.181,0.393092568080714,
DCAF5,1.00723436420375e-05,-0.550347655183161,0.231,0.435,0.405280891124661,DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]
CTC-458G6.4,1.0141485233232e-05,-0.865701974507929,0,0.13,0.408062941329557,
LTA4H,1.04090433296447e-05,-0.507993577431036,0.358,0.563,0.418828676454912,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
SNORD3B-1,1.06774440594866e-05,-0.534336044359921,0.022,0.169,0.429628316621562,"small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:HGNC:10168]"
LGR6,1.16649067609513e-05,-0.577292881640298,0.321,0.513,0.469360853340398,leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]
DNAJC3,1.2093924994436e-05,-0.445845838123074,0.455,0.696,0.486623260001122,DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
PDLIM1,1.20964471715185e-05,-0.366793438095285,0.545,0.67,0.486724744840389,PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]
GAS6-AS1,1.31244746408311e-05,-0.573259992525237,0.067,0.228,0.528089486123123,GAS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39826]
ZNF727,1.3270708442307e-05,-0.633804250092988,0,0.127,0.533973495593107,zinc finger protein 727 [Source:HGNC Symbol;Acc:HGNC:22785]
TCEAL9,1.35687038539231e-05,-0.432639144888618,0.448,0.652,0.545963936970304,transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084]
TULP2,1.36115827574639e-05,-0.576105750273537,0.015,0.155,0.547689255412076,TUB like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424]
FRG1CP,1.3637556940586e-05,-0.798300629719423,0.052,0.203,0.548734378618359,"FSHD region gene 1 family member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:51762]"
TMPRSS5,1.52252116589211e-05,-0.834144200962244,0.09,0.251,0.612616841520009,transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]
NEDD8,1.5608064920357e-05,-0.270842376609823,0.597,0.68,0.628021708200406,NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]
RPAIN,1.56422712746485e-05,-0.364392118774715,0.522,0.611,0.629398069278032,RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641]
DDX3Y,1.61665209752585e-05,-0.849764897918391,0.03,0.168,0.650492304481475,DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]
RP11-799O21.1,1.64145487124505e-05,-0.773738062627452,0.037,0.183,0.660472196542871,
MT1L,1.65944564500899e-05,-0.978350452943798,0.052,0.197,0.667711144182268,metallothionein 1L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7404]
RP3-465N24.8,1.7283940224943e-05,-0.858777952018242,0.007,0.138,0.695453902831033,
AC090044.1,1.73598535268636e-05,-0.472889756056542,0.007,0.136,0.69850842636041,
AC079789.2,1.78508297862291e-05,-0.378492394169607,0.142,0.323,0.7182638381085,
PLEKHB1,1.78698714254719e-05,-0.821707283207243,0.022,0.161,0.719030016546711,pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
RNU6-450P,2.01744202396788e-05,-0.950374331281248,0.007,0.136,0.811758147183956,"RNA, U6 small nuclear 450, pseudogene [Source:HGNC Symbol;Acc:HGNC:47413]"
RNA5SP151,2.0235516253055e-05,-0.6895515330405,0.134,0.308,0.814216467474174,"RNA, 5S ribosomal pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:43051]"
RP11-750B16.1,2.04902944016773e-05,-0.46732302616813,0.216,0.42,0.824467975840289,
CGNL1,2.07615045723393e-05,-0.593977908277413,0.022,0.162,0.835380659477216,cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]
SLC10A1,2.19964261947631e-05,-0.655622547111246,0.06,0.218,0.885070200798685,solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]
TSPAN12,2.2051691653509e-05,-0.794102661841119,0.037,0.18,0.88729391706224,tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]
DCAF7,2.21614976994606e-05,-0.487272671732781,0.336,0.522,0.891712182933196,DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:HGNC:30915]
MATN2,2.22273409837463e-05,-0.675049649760882,0.224,0.392,0.894361519163001,matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
KIRREL,2.43414252721983e-05,-0.558528688074116,0.246,0.423,0.979425928677444,
RP1-135L22.1,2.47459309028842e-05,-0.717561438015379,0,0.119,0.995702021739353,
SPAG7,2.47668178185569e-05,-0.589443753882066,0.269,0.448,0.996542448565275,sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216]
ZC4H2,2.53540492690741e-05,-0.775979147306884,0.007,0.132,1,zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]
CHRM3,2.561391573751e-05,-0.638780304276285,0.097,0.26,1,cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]
C4orf3,2.57799915749651e-05,-0.310017306768662,0.604,0.752,1,
AC093698.1,2.63595394400836e-05,-0.478305396392451,0.127,0.305,1,
ELMSAN1,2.77187012533198e-05,-0.376599195380186,0.515,0.715,1,
ATF6B,2.82771494210287e-05,-0.361837883415375,0.522,0.632,1,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]
RP11-219G10.1,2.90547266886977e-05,-0.370492809807498,0.448,0.651,1,
RPS12P26,2.96773062277196e-05,-0.446029676336724,0.269,0.466,1,ribosomal protein S12 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36320]
TEX14,2.9852678207812e-05,-0.547174491588786,0.082,0.243,1,"testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]"
CTD-2561J22.5,3.01116486956744e-05,-0.537133672224113,0.007,0.131,1,
SLC27A6,3.03999339885129e-05,-0.697029505461709,0.037,0.186,1,solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000]
EBF3,3.22613410146125e-05,-0.485566642926547,0,0.116,1,EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]
ID1,3.28159947776637e-05,-0.905227564614201,0.06,0.208,1,inhibitor of DNA binding 1 [Source:HGNC Symbol;Acc:HGNC:5360]
SLC7A5,3.52805805361944e-05,-0.637869820654925,0.209,0.383,1,solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]
MEG8,3.59180728102657e-05,-0.435955972021202,0.015,0.14,1,"maternally expressed 8, small nucleolar RNA host gene [Source:HGNC Symbol;Acc:HGNC:14574]"
PTPN20C,3.65321828349838e-05,-0.556376567343369,0.007,0.128,1,
ZBTB7C,3.67102069569693e-05,-0.586738802672547,0.022,0.153,1,zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700]
RP11-554O1.1,3.84712787867678e-05,-0.475101323180555,0.224,0.411,1,
DCAF4,4.16967415108874e-05,-0.682008482068866,0.149,0.314,1,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
COL18A1,4.27510382400018e-05,-0.576308270324372,0.119,0.283,1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:80781]
COL18A1,4.27510382400018e-05,-0.576308270324372,0.119,0.283,1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
MMP2,4.31940282316428e-05,-0.740520394668132,0.015,0.138,1,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]
PTPRE,4.56191368206462e-05,-0.734903140000848,0.075,0.22,1,protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]
AC009235.4,4.58702849191141e-05,-0.875622724588798,0,0.112,1,
COX7A1,4.59632695845603e-05,-0.751108483587802,0.022,0.149,1,cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]
TNS4,4.87392056368923e-05,-0.336919880323826,0.664,0.687,1,tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]
FZD3,4.90692167425668e-05,-0.592874444573576,0.119,0.277,1,frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]
BLMH,5.07856710910195e-05,-0.767009248736063,0.037,0.177,1,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
PMEPA1,5.17652842598563e-05,-0.466917599910513,0.381,0.555,1,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]"
RP11-30K9.1,5.35236538907511e-05,-0.481088230274095,0.052,0.196,1,
PPIL1,5.3685613843075e-05,-0.759261814115459,0.09,0.24,1,peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]
TBX3,5.3764089264522e-05,-0.598861390928051,0.157,0.333,1,T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]
RPL41P5,5.43171185141637e-05,-0.270867694084802,0.664,0.793,1,ribosomal protein L41 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:10355]
RP11-599J14.2,5.45478208648624e-05,-0.579550758953547,0.015,0.139,1,
RASIP1,5.52700193349149e-05,-0.699336371040076,0.015,0.135,1,Ras interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24716]
RP11-311P8.1,5.74288062032474e-05,-0.446858194442779,0.216,0.417,1,
TAPBP,5.79380179848326e-05,-0.292097895133689,0.627,0.79,1,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]
MRPL10,5.80261167894096e-05,-0.599223965076831,0.201,0.359,1,mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]
TCEAL2,6.14204890684715e-05,-0.562929925031411,0.246,0.435,1,transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]
ESD,6.18181715562353e-05,-0.313848441955457,0.582,0.72,1,esterase D [Source:HGNC Symbol;Acc:HGNC:3465]
SECISBP2,6.34018126184893e-05,-0.495352866434228,0.373,0.533,1,SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]
NR4A2,6.43853868641705e-05,-0.416625042850658,0.44,0.668,1,nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]
RP4-800G7.1,7.0529698465098e-05,-0.564528135559638,0.007,0.12,1,
NLGN4Y,7.10335074937746e-05,-0.518335953537313,0,0.107,1,neuroligin 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:15529]
FAM171B,7.29458774600528e-05,-0.58029306102901,0.015,0.133,1,family with sequence similarity 171 member B [Source:HGNC Symbol;Acc:HGNC:29412]
APOOL,7.29471693372596e-05,-0.38020182359944,0.381,0.566,1,apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]
UNC5C,7.44337045062592e-05,-0.487699733841764,0.045,0.18,1,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
BGN,7.55580316817165e-05,-0.500860846288589,0.299,0.469,1,biglycan [Source:HGNC Symbol;Acc:HGNC:1044]
NTRK3,8.25390740142484e-05,-0.531423140129979,0.396,0.518,1,neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]
DNAJB12,8.37137799153006e-05,-0.455087709482594,0.299,0.482,1,DnaJ heat shock protein family (Hsp40) member B12 [Source:HGNC Symbol;Acc:HGNC:14891]
UPF3AP1,8.42085548146269e-05,-0.497473057950556,0.246,0.401,1,UPF3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30568]
AC010874.1,8.56320637244405e-05,-0.473764569237353,0.09,0.242,1,
ALKBH8,8.6161873095448e-05,-0.552825619501793,0.067,0.21,1,"alkB homolog 8, tRNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:25189]"
RP11-613M5.2,8.77490791518936e-05,-0.318347682190594,0.44,0.633,1,
NR4A1,9.12573737970606e-05,-0.377208915039908,0.455,0.717,1,nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]
AC005682.5,9.22227266195825e-05,-0.646713321173338,0,0.104,1,
CHURC1,9.28912020556917e-05,-0.412045988951357,0.433,0.546,1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
TRO,9.47948921551483e-05,-0.573898444019461,0.142,0.31,1,trophinin [Source:HGNC Symbol;Acc:HGNC:12326]
ZBED1,9.74513985949549e-05,-0.554081224308596,0.149,0.316,1,zinc finger BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]
VPS53,9.82943308846136e-05,-0.376644677151572,0.44,0.611,1,VPS53 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:25608]
COL7A1,9.89545516155462e-05,-0.527548621358512,0.299,0.454,1,collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]
TSHZ2,9.9819660221181e-05,-0.37650129244436,0.075,0.223,1,teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]
PRR4,0.000100585297786985,-0.635968352151448,0,0.103,1,proline rich 4 [Source:HGNC Symbol;Acc:HGNC:18020]
ERN1,0.000102147016105792,-0.405504687439784,0.067,0.21,1,endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
ZNF609,0.000103282695664264,-0.462747720203399,0.09,0.239,1,zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]
ATP5G1,0.000104348019702537,-0.27360147400086,0.567,0.642,1,
SFMBT2,0.000105702142207505,-0.378611433478923,0.03,0.156,1,Scm like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]
RP11-401F24.4,0.000106349457873599,-0.574140714993126,0.015,0.128,1,
RP11-395C3.1,0.000109596638593098,-0.527926024338238,0.09,0.23,1,
PCDHA10,0.000110647190054605,-0.411710546247524,0.007,0.115,1,protocadherin alpha 10 [Source:HGNC Symbol;Acc:HGNC:8664]
C21orf33,0.000112739670357682,-0.412094778467932,0.022,0.138,1,
RNF180,0.000115230683490291,-0.584335591692223,0.045,0.177,1,ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]
SNRPEP4,0.000115459697295842,-0.398579741418612,0.41,0.549,1,SNRPE pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43446]
NGDN,0.000117065180779985,-0.439937944828939,0.343,0.524,1,neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]
MRPL45,0.000119502286146163,-0.451748208506978,0.44,0.557,1,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
HDDC2,0.000122057507521215,-0.516928956890817,0.261,0.432,1,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
RPL36AP26,0.000122652491942671,-0.448957930951606,0.007,0.113,1,ribosomal protein L36a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36758]
SEPT6,0.000127826906005482,-0.554647331932256,0.164,0.333,1,
RP11-558O12.1,0.000129900507642613,-0.411734679957692,0.03,0.153,1,
ZNF85,0.000137575241634532,-0.544799958560959,0.022,0.135,1,zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]
MED13,0.000139026536821015,-0.44850367597186,0.291,0.458,1,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]
RP11-501I19.4,0.00014086220995555,-0.352866055083568,0.112,0.279,1,
CTD-2206G10.2,0.000141286305443644,-0.513968636926185,0.045,0.177,1,
RP11-186B7.4,0.000143850238383108,-0.453518638378962,0.343,0.478,1,
ZNF626,0.000147207059590203,-0.319366890480373,0.157,0.304,1,zinc finger protein 626 [Source:HGNC Symbol;Acc:HGNC:30461]
GAS6,0.000151965075288054,-0.258398542270346,0.701,0.692,1,growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
ADAM28,0.000152624954926326,-0.519716082355981,0.007,0.111,1,ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]
AC139452.2,0.000153461667990315,-0.385392293874657,0.067,0.207,1,
RP11-274B21.11,0.000162384440019255,-0.572601354887505,0.194,0.344,1,
AC008279.1,0.000163971721700265,-0.363611509520195,0.261,0.442,1,
EDAR,0.000165178774447198,-0.6258801595926,0.007,0.11,1,ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895]
IGBP1,0.000173398012675388,-0.361037286682815,0.433,0.583,1,immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461]
RP11-343B5.1,0.000175723664060627,-0.320209812554759,0.44,0.642,1,
CCDC162P,0.000177825594159738,-0.424559301258201,0.007,0.111,1,"coiled-coil domain containing 162, pseudogene [Source:HGNC Symbol;Acc:HGNC:21565]"
CLDN10,0.000179490801619352,-0.37624542517561,0.455,0.562,1,claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]
GRHPR,0.000181454582382682,-0.318317530571443,0.493,0.669,1,glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]
KRT16P3,0.000186138250591488,-0.310371084299902,0.627,0.716,1,keratin 16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37808]
MSANTD4,0.000190667932438377,-0.649650995443704,0.052,0.179,1,Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]
FKBP3,0.000198266305321992,-0.48550672253074,0.343,0.51,1,FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]
AC093415.4,0.000202083605767163,-0.502712492119811,0.015,0.122,1,
GNAQ,0.00020445954339581,-0.50812311167637,0.216,0.362,1,G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]
AC079922.2,0.000210588945476837,-0.456404712429187,0.045,0.17,1,
TSPYL4,0.000214151926483294,-0.413349373140471,0.381,0.517,1,TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559]
C5orf63,0.00021533894314331,-0.450099844383251,0.015,0.121,1,chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40051]
FAM120B,0.00021858929588335,-0.335817192620809,0.552,0.615,1,family with sequence similarity 120 member B [Source:HGNC Symbol;Acc:HGNC:21109]
RP11-274B21.3,0.000223179681906567,-0.556749242283459,0.082,0.22,1,
MRFAP1L1,0.000224279110457855,-0.413840050363829,0.388,0.563,1,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]
MYBPC1,0.000230947787622203,-0.515663721343969,0.007,0.106,1,myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]
UBE2R2,0.000237124571321963,-0.600566663340172,0.142,0.284,1,ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]
RPL21P120,0.000247335109593395,-0.372012002083365,0.007,0.106,1,ribosomal protein L21 pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:35743]
CHD3,0.000248316155171858,-0.409093747444098,0.44,0.573,1,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]
SPDYE5,0.000248543693517091,-0.373883003357522,0.269,0.428,1,speedy/RINGO cell cycle regulator family member E5 [Source:HGNC Symbol;Acc:HGNC:35464]
MAP9,0.000252717658350043,-0.469558226442747,0.082,0.22,1,microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]
C9orf3,0.000255539217763335,-0.308222811132785,0.545,0.693,1,
RP11-399O19.5,0.000258963291335919,-0.61889719048919,0.052,0.173,1,
SELENBP1,0.000262855810768731,-0.708453325713541,0.007,0.105,1,selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]
AC005884.1,0.000263977592133221,-0.323449841169199,0.052,0.18,1,
RNU12.1,0.000266341454434604,-0.71287143439688,0.03,0.141,1,
CREBBP,0.000267519714690028,-0.385477214064206,0.448,0.591,1,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]
PCDHB6,0.000271762470356141,-0.318361553666699,0.015,0.116,1,protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]
RBM25,0.000276703951803256,-0.300950497914982,0.582,0.702,1,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]
GTF2A2,0.000277646337891124,-0.402935055818862,0.373,0.519,1,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
ZNF286A,0.000281502796283822,-0.404296903427919,0.358,0.484,1,zinc finger protein 286A [Source:HGNC Symbol;Acc:HGNC:13501]
MACF1,0.000291190053038399,-0.261601426625058,0.687,0.809,1,microtubule actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]
SEPT9,0.000315986071989772,-0.485667086348038,0.269,0.396,1,
RP11-798G7.3,0.000317302691319191,-0.299269987830049,0.09,0.221,1,
TSR2,0.000322032384543706,-0.563003512683141,0.224,0.369,1,TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455]
ZBTB20,0.000326702084893281,-0.26163905474872,0.806,0.838,1,zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503]
DDX24,0.000331113044684541,-0.383695400009049,0.47,0.657,1,DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]
ACTR3B,0.000334383249303396,-0.400169497981953,0.373,0.533,1,actin related protein 3B [Source:HGNC Symbol;Acc:HGNC:17256]
PRELP,0.000340420852026624,-0.324822203313444,0.575,0.752,1,proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]
LURAP1L,0.000343019783610795,-0.686087751922868,0.022,0.127,1,leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]
RP11-20I23.2,0.000343246545808624,-0.650431823043319,0.112,0.239,1,
PIN4,0.00034971788837667,-0.514122411871623,0.343,0.446,1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]"
PIGS,0.000352617171020364,-0.437005894970142,0.366,0.516,1,phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]
RP11-368I7.2,0.000354048154421013,-0.556913381605702,0.03,0.135,1,
INTS6,0.000355692821802485,-0.35725520159767,0.433,0.571,1,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
RPL9P18,0.000356433530217666,-0.391988436697528,0.052,0.17,1,ribosomal protein L9 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36954]
CBLC,0.000362157232896848,-0.662700550202536,0.015,0.113,1,Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]
EVL,0.000362972685644642,-0.551672871494999,0.149,0.282,1,Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]
EMC7,0.000370207047161102,-0.4022386865374,0.358,0.508,1,ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]
CD180,0.000372868882045736,-0.588894591194247,0.015,0.113,1,CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]
AL590762.6,0.000374982736916943,-0.402190054570087,0.112,0.258,1,
MTIF3,0.000379484699762543,-0.538295664599755,0.299,0.429,1,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]
MAP3K15,0.00038885379842899,-0.564370025954132,0.015,0.112,1,mitogen-activated protein kinase kinase kinase 15 [Source:HGNC Symbol;Acc:HGNC:31689]
FAM193A,0.000397630210540156,-0.599753465724515,0.172,0.303,1,family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]
RP11-162D16.4,0.00040826342619838,-0.310458848676267,0.425,0.608,1,
SMIM20,0.000409697689788393,-0.608980488734215,0.142,0.277,1,small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260]
POTEF,0.000414304332812112,-0.448692067935538,0.269,0.41,1,POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]
SPON2,0.000418686516800871,-0.851016217218732,0.104,0.227,1,spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]
RPL26P30,0.000421586500164937,-0.465976721147907,0.291,0.422,1,ribosomal protein L26 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:36733]
NDUFA12,0.000426503324531179,-0.340075161550574,0.44,0.53,1,NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
RP11-568J23.1,0.000434386335842532,-0.356496356283714,0.254,0.439,1,
KRBA2,0.000435471790975642,-0.465532542556118,0.052,0.168,1,KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]
RP13-258O15.1,0.000447683572154297,-0.343712722586935,0.052,0.174,1,
AC114737.6,0.000454388938250516,-0.401416607197399,0.179,0.313,1,
KCNK5,0.000466780866162721,-0.601220197714924,0.045,0.157,1,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
ARL4D,0.000470953371519698,-0.651846376268004,0.09,0.213,1,ARF like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]
OVOS2,0.0004766780448962,-0.565740206922312,0.157,0.285,1,
COL23A1,0.000497756097441605,-0.453605831752831,0.097,0.237,1,collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]
ACOX3,0.000504796934602486,-0.502339203757521,0.246,0.397,1,"acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]"
MSI2,0.000513226343538547,-0.370565074976117,0.418,0.553,1,musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]
AC011998.4,0.000560314882019275,-0.292328706588285,0.515,0.626,1,
LAPTM5,0.000560573530105048,-0.627126855658338,0.157,0.283,1,lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]
RP1-313I6.12,0.000561990068054497,-0.599015712962708,0.075,0.193,1,
LAMC1,0.000569535763766237,-0.497608056930308,0.194,0.336,1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
POLR1D,0.000569859199438237,-0.289536880701949,0.545,0.639,1,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]
VTI1B,0.000580830895178783,-0.397513033311268,0.291,0.451,1,vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]
CCDC181,0.000584324898214192,-0.44142880488404,0.03,0.13,1,coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]
RP11-253E3.1,0.000586992378482637,-0.356780008261775,0.09,0.213,1,
